COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,A股代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B股代码,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,A股上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B股上市日期,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL,市场类型
QIJING MACHINERY,1,1,奇精机械,603677,浙江省,-,1403,奇精机械,浙江省,"Qijing Machinery Co., Ltd.",奇精机械,2,-,4,20170206,C,   D  F  N          ,制造业,603677,奇精机械股份有限公司,20170206,330000,-,0574-65310999,N,   D  F  N          ,梅旭辉                        ,-,主板A,Y,-,上市,113524,38,315609,奇精机械,-,ir@qijing-m.com,电气机械和器材制造业,-,否,113524,330200,-,奇精转债,田林,"Qijing Machinery Co., Ltd.",浙江省宁波市宁海县跃龙街道气象北路289号,-,奇精转债,浙江省宁波市宁海县梅林街道三省东路1号,19260.09,0.00,20250902,0.00,-,19260.09,19260.09,0.00,主板A股
TORCH ELECTRON,1,1,火炬电子,603678,福建省,-,1404,火炬电子,福建省,"Fujian Torch Electron Technology Co.,Ltd.",火炬电子,2,-,4,20150126,C,   D  F  N          ,制造业,603678,福建火炬电子科技股份有限公司,20150126,350000,-,0595-22353689,N,   D  F  N          ,蔡劲军                        ,-,主板A,Y,-,上市,113582,39,362000,火炬电子,-,investor@torch.cn,计算机、通信和其他电子设备制造业,-,否,113582,350500,-,火炬转债,陈世宗,"Fujian Torch Electron Technology Co.,Ltd.",福建省泉州市鲤城区江南高新技术电子信息园区紫华路4号,-,火炬转债,福建省泉州市鲤城区江南高新技术电子信息园区紫华路4号,47556.66,0.00,20250902,0.00,-,47556.66,47556.66,0.00,主板A股
HUATI TECH,1,1,华体科技,603679,四川省,-,1405,华体科技,四川省,"Sichuan Huati Lighting Technology Co.,Ltd.",华体科技,2,-,4,20170621,C,   D  F  N          ,制造业,603679,四川华体照明科技股份有限公司,20170621,510000,-,028-85871857,N,   D  F  N          ,梁熹                          ,-,主板A,Y,-,上市,113574,38,610207,华体科技,-,zqb@huaticn.com,电气机械和器材制造业,-,否,113574,510100,-,华体转债,徐洁,"Sichuan Huati Lighting Technology Co.,Ltd.",四川省成都市双流西南航空港经济开发区双华路三段580号,-,华体转债,四川省双流西南航空港经济技术开发区双华路三段580号,16479.22,0.00,20250902,0.00,-,16479.22,16479.22,0.00,主板A股
KTK GROUP,1,1,今创集团,603680,江苏省,-,1406,今创集团,江苏省,"Ktk Group Co.,Ltd.",今创集团,2,-,4,20180227,C,   D  F  N          ,制造业,603680,今创集团股份有限公司,20180227,320000,-,-,N,   D  F  N          ,俞金坤                        ,-,主板A,Y,-,上市,-,37,-,今创集团,-,-,铁路、船舶、航空航天和其他运输设备制造业,-,-,-,320400,-,-,高锋,"Ktk Group Co.,Ltd.",江苏省常州市武进区遥观镇今创路88-89号,-,-,江苏省常州市武进区遥观镇今创路88-89号,78371.88,0.00,20250902,0.00,-,78371.88,78371.88,0.00,主板A股
YONGGUAN NEW MATERIAL,1,1,永冠新材,603681,上海市,-,1407,永冠新材,上海市,"Shanghai Yongguan Adhesive Products Corp.,Ltd",永冠新材,2,-,4,20190326,C,   D  F  N          ,制造业,603681,上海永冠众诚新材料科技(集团)股份有限公司,20190326,310000,-,021-59830677,N,   D  F  N          ,吕新民                        ,-,主板A,Y,-,上市,"113612,113653",26,201713,永冠新材,-,ir@ygtape.com,化学原料和化学制品制造业,-,-,113653,310000,-,"永冠转债,永22转债",卢莎,"Shanghai Yongguan Adhesive Products Corp.,Ltd",上海市青浦区朱家角工业园区康工路15号,-,永22转债,上海青浦区朱家角工业园区康工路15号,19113.11,0.00,20250902,0.00,-,19113.11,19113.11,0.00,主板A股
GOLDEN UNION,1,1,锦和商管,603682,上海市,-,1408,锦和商管,上海市,"SHANGHAI GOLDEN UNION COMMERCIAL MANAGEMENT CO.,LTD.",锦和商管,2,-,4,20200421,L,   D  F  N          ,租赁和商务服务业,603682,上海锦和商业经营管理股份有限公司,20200421,310000,-,021-52399283,N,   D  F  N          ,郁敏珺                        ,-,主板A,Y,-,上市,-,72,200233,锦和商管,-,dongban@jinhe.sh.cn,商务服务业,-,-,-,310000,-,-,WANG LI,"SHANGHAI GOLDEN UNION COMMERCIAL MANAGEMENT CO.,LTD.",上海市徐汇区虹漕路68号43幢18楼,-,-,上海市徐汇区虹漕路68号锦和中心18-19层,47250.00,0.00,20250902,0.00,-,47250.00,47250.00,0.00,主板A股
JH,1,1,晶华新材,603683,上海市,-,1409,晶华新材,上海市,"Shanghai Smith Adhesive New Material Co., Ltd",晶华新材,2,-,4,20171020,C,   D  F  N          ,制造业,603683,上海晶华胶粘新材料股份有限公司,20171020,310000,-,021-31167522,N,   D  F  N          ,周晓南                        ,-,主板A,Y,-,上市,-,26,201600,晶华新材,-,jhxc@smithcn.com,化学原料和化学制品制造业,-,-,-,310000,-,-,潘晓婵,"Shanghai Smith Adhesive New Material Co., Ltd",上海市松江区永丰街道大江路89号,-,-,上海市松江区新桥镇千帆路237弄8号楼1702、1703和1704室,28963.47,3084.34,20250902,0.00,-,25879.13,25879.13,0.00,主板A股
CFT,1,1,晨丰科技,603685,浙江省,-,1410,晨丰科技,浙江省,"Zhejiang Chenfeng Technology Co., Ltd.",晨丰科技,2,-,4,20171127,C,   D  F  N          ,制造业,603685,浙江晨丰科技股份有限公司,20171127,330000,-,0573-87618171,N,   D  F  N          ,丁闵                          ,-,主板A,Y,-,上市,113628,38,314411,晨丰科技,-,cf_info@cnlampholder.com,电气机械和器材制造业,-,-,113628,330400,-,晨丰转债,洪莎,"Zhejiang Chenfeng Technology Co., Ltd.",浙江省嘉兴市海宁市盐官镇天通路8号,-,晨丰转债,浙江省海宁市盐官镇园区四路10号,17215.93,0.00,20250902,0.00,-,17215.93,17215.93,0.00,主板A股
FULONGMA,1,1,福龙马,603686,福建省,-,1411,福龙马,福建省,"FULONGMA GROUP CO.,LTD.",福龙马,2,-,4,20150126,N,   D  F  N          ,水利、环境和公共设施管理业,603686,福龙马集团股份有限公司,20150126,350000,-,0597-2962796,N,   D  F  N          ,张西泠                        ,-,主板A,Y,-,上市,-,78,364028,福龙马,-,investor@fjlm.com.cn,公共设施管理业,-,否,-,350800,-,-,邓勇强,"FULONGMA GROUP CO.,LTD.",福建省龙岩市新罗区东肖镇东华社区龙腾南路42号,-,-,福建省龙岩市新罗区东肖镇东华社区龙腾南路42号,41543.04,0.00,20250902,0.00,-,41543.04,41543.04,0.00,主板A股
GREAT SHENGDA,1,1,大胜达,603687,浙江省,-,1412,大胜达,浙江省,"ZHEJIANG GREAT SHENGDA PACKAGING CO.,LTD.",大胜达,2,-,4,20190726,C,   D  F  N          ,制造业,603687,浙江大胜达包装股份有限公司,20190726,330000,-,0571-82838418,N,   D  F  N          ,方能斌                        ,-,主板A,Y,-,上市,113591,22,311215,大胜达,-,shengda@sdpack.cn,造纸和纸制品业,-,-,-,330100,-,胜达转债,胡鑫,"ZHEJIANG GREAT SHENGDA PACKAGING CO.,LTD.",浙江省杭州市萧山区萧山经济技术开发区红垦农场垦瑞路518号,-,-,杭州市萧山区萧山经济技术开发区红垦农场垦瑞路518号,55003.19,0.00,20250902,0.00,-,55003.19,55003.19,0.00,主板A股
PACIFIC QUARTZ,1,1,石英股份,603688,江苏省,-,1413,石英股份,江苏省,"JIANGSU PACIFIC QUARTZ CO.,LTD.",石英股份,2,-,4,20141031,C,   D  F  N          ,制造业,603688,江苏太平洋石英股份有限公司,20141031,320000,-,051887018519,N,   D  F  N          ,陈士斌                        ,-,主板A,Y,-,上市,113548,30,222342,石英股份,否,dsh@quartzpacific.com,非金属矿物制品业,-,否,-,320700,-,石英转债,房婷婷,"JIANGSU PACIFIC QUARTZ CO.,LTD.",江苏省连云港市东海县平明镇马河电站东侧,-,-,江苏省东海县平明镇马河电站东侧,54167.83,0.00,20250902,0.00,-,54167.83,54167.83,0.00,主板A股
ANG,1,1,皖天然气,603689,安徽省,-,1414,皖天然气,安徽省,"Anhui Province Natural Gas Development Co.,Ltd.",皖天然气,2,-,4,20170110,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,603689,安徽省天然气开发股份有限公司,20170110,340000,-,0551-62225677,N,   D  F  N          ,吴海                          ,-,主板A,Y,-,上市,113631,45,230051,皖天然气,-,ahtrqgs@vip.163.com,燃气生产和供应业,-,否,113631,340100,-,皖天转债,陶青福,"Anhui Province Natural Gas Development Co.,Ltd.",安徽省合肥市包河区工业园大连路9号,-,皖天转债,安徽省合肥市包河区贵州路491号,49019.32,489.30,20250902,0.00,-,48530.02,48530.02,0.00,主板A股
PNC,1,1,至纯科技,603690,上海市,-,1415,至纯科技,上海市,"Pnc Process Systems Co., Ltd",至纯科技,2,-,4,20170113,C,   D  F  N          ,制造业,603690,上海至纯洁净系统科技股份有限公司,20170113,310000,-,021-80238290,N,   D  F  N          ,蒋渊                          ,-,主板A,Y,-,上市,191556,35,200241,至纯科技,-,dong_ban@pncs.cn,专用设备制造业,-,否,-,310000,-,至纯转股,任慕华,"Pnc Process Systems Co., Ltd",上海市闵行区紫海路170号,-,-,上海市闵行区紫海路170号,38364.47,68.04,20250902,0.00,-,38296.43,38296.43,0.00,主板A股
JSNE,1,1,江苏新能,603693,江苏省,-,1416,江苏新能,江苏省,"Jiangsu New Energy Development Co., Ltd.",江苏新能,2,-,4,20180703,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,603693,江苏省新能源开发股份有限公司,20180703,320000,-,025-84736307,N,   D  F  N          ,陈华                          ,-,主板A,Y,-,上市,-,44,210005,江苏新能,-,jsnezqb@163.com,电力、热力生产和供应业,-,-,-,320100,-,-,张颖,"Jiangsu New Energy Development Co., Ltd.",江苏省南京市玄武区长江路88号2213室,-,-,江苏省南京市玄武区长江路88号国信大厦1013,89147.59,0.00,20250902,0.00,-,89147.59,89147.59,0.00,主板A股
ANJI FOOD,1,1,安记食品,603696,福建省,-,1417,安记食品,福建省,"Anji Foodstuff Co., Ltd",安记食品,2,-,4,20151209,C,   D  F  N          ,制造业,603696,安记食品股份有限公司,20151209,350000,-,059522499222,N,   D  F  N          ,林肖芳                        ,-,主板A,Y,-,上市,-,14,362005,安记食品,-,ankee@anjifood.com,食品制造业,-,否,-,350500,-,-,周倩,"Anji Foodstuff Co., Ltd","福建省泉州市清濛科技工业区4-9A(美泰路),4-9(B),泉州市经济技术开发区清濛园区4-5(C)",-,-,泉州市清濛科技工业区4-9（A）,23520.00,0.00,20250902,0.00,-,23520.00,23520.00,0.00,主板A股
YOUYOU FOODS,1,1,有友食品,603697,重庆市,-,1418,有友食品,重庆市,"Youyou Foods Co.,Ltd.",有友食品,2,-,4,20190508,C,   D  F  N          ,制造业,603697,有友食品股份有限公司,20190508,500000,-,023-67389309,N,   D  F  N          ,鹿有忠                        ,-,主板A,Y,-,上市,-,13,401120,有友食品,-,yysecurity@youyoufood.com,农副食品加工业,-,-,-,500000,-,-,肖传志,"Youyou Foods Co.,Ltd.",重庆市渝北区国家农业科技园区国际食品工业城宝环一路13号,-,-,重庆市渝北区国家农业科技园区国际食品工业城宝环一路13号,42769.21,0.00,20250902,0.00,-,42769.21,42769.21,0.00,主板A股
CETEC,1,1,航天工程,603698,北京市,-,1419,航天工程,北京市,"CHANGZHENG ENGINEERING TECHNOLOGY CO.,LTD",航天工程,2,-,4,20150128,C,   D  F  N          ,制造业,603698,航天长征化学工程股份有限公司,20150128,110000,-,010-56325888,N,   D  F  N          ,姜从斌                        ,-,主板A,Y,-,上市,-,35,101111,航天工程,-,htgc_bgs@126.com,专用设备制造业,-,否,-,110000,-,-,王光辉,"CHANGZHENG ENGINEERING TECHNOLOGY CO.,LTD",北京市经济技术开发区路东区经海四路141号,-,-,北京经济技术开发区路东区经海四路141号,53599.00,0.00,20250902,0.00,-,53599.00,53599.00,0.00,主板A股
NEWAY,1,1,纽威股份,603699,江苏省,-,1420,纽威股份,江苏省,"Neway Valve (Suzhou) Co., Ltd.",纽威股份,2,-,4,20140117,C,   D  F  N          ,制造业,603699,苏州纽威阀门股份有限公司,20140117,320000,-,0512-66626468,N,   D  F  N          ,王保庆                        ,-,主板A,Y,-,上市,-,34,215129,纽威股份,否,dshbgs@neway.com.cn,通用设备制造业,-,否,-,320500,-,-,凌蕾菁,"Neway Valve (Suzhou) Co., Ltd.",江苏省苏州市高新区泰山路666号,-,-,江苏省苏州市苏州新区泰山路666号,76857.37,1388.38,20250902,0.00,-,75468.99,75468.99,0.00,主板A股
NWM,1,1,宁水集团,603700,浙江省,-,1421,宁水集团,浙江省,"Ningbo Water Meter (Group) Co., Ltd.",宁水集团,2,-,4,20190122,C,   D  F  N          ,制造业,603700,宁波水表(集团)股份有限公司,20190122,330000,-,0574-88195854,N,   D  F  N          ,张琳                          ,-,主板A,Y,-,上市,-,40,315032,宁水集团,-,zqb@chinawatermeter.com,仪器仪表制造业,-,-,-,330200,-,-,马溯嵘,"Ningbo Water Meter (Group) Co., Ltd.",浙江省宁波市江北区洪兴路355号,-,-,宁波市江北区洪兴路355号,20169.92,0.00,20250902,0.00,-,20169.92,20169.92,0.00,主板A股
ZHEJIANG DEHONG AUTOMOTIVE ELECTRONIC & ELECTRICAL,1,1,德宏股份,603701,浙江省,-,1422,德宏股份,浙江省,"ZHEJIANG DEHONG AUTOMOTIVE ELECTRONIC & ELECTRICAL CO., LTD.",德宏股份,2,-,4,20160412,C,   D  F  N          ,制造业,603701,浙江德宏汽车电子电器股份有限公司,20160412,330000,-,0572-2756170,N,   D  F  N          ,秦迅阳                        ,-,主板A,Y,-,上市,-,38,313000,德宏股份,-,investor@dehong.com.cn,电气机械和器材制造业,-,否,-,330500,-,-,朱国强,"ZHEJIANG DEHONG AUTOMOTIVE ELECTRONIC & ELECTRICAL CO., LTD.",浙江省湖州市南太湖大道1888号,-,-,浙江省湖州市吴兴区南太湖大道1888号,26136.19,0.00,20250902,0.00,-,26136.19,26136.19,0.00,主板A股
SY SCIENCE&TECHNOLOGY,1,1,盛洋科技,603703,浙江省,-,1423,盛洋科技,浙江省,"Zhejiang Shengyang Science and Technology Co., Ltd.",盛洋科技,2,-,4,20150423,C,   D  F  N          ,制造业,603703,浙江盛洋科技股份有限公司,20150423,330000,-,057588622076,N,   D  F  N          ,叶利明                        ,-,主板A,Y,-,上市,-,38,312000,盛洋科技,-,stock@shengyang.com,电气机械和器材制造业,-,否,-,330600,-,-,申杰峰,"Zhejiang Shengyang Science and Technology Co., Ltd.",浙江省绍兴市越城区人民东路1416-1417号,-,-,浙江省绍兴市越城区人民东路1416-1417号,41498.21,0.00,20250902,0.00,-,41498.21,41498.21,0.00,主板A股
DFHY,1,1,东方环宇,603706,新疆维吾尔自治区,-,1424,东方环宇,新疆维吾尔自治区,"Xinjiang East Universe Gas Co., Ltd.",东方环宇,2,-,4,20180709,D,   D  F  N          ,电力、热力、燃气及水生产和供应业,603706,新疆东方环宇燃气股份有限公司,20180709,650000,-,0994-2266212,N,   D  F  N          ,李明                          ,-,主板A,Y,-,上市,-,45,831100,东方环宇,-,xj_dfhyrq@dfhyrq.com,燃气生产和供应业,-,-,-,652300,-,-,周静,"Xinjiang East Universe Gas Co., Ltd.",新疆维吾尔自治区昌吉回族自治州昌吉市延安北路198号24层,-,-,新疆昌吉州昌吉市延安北路198号24层,18938.27,0.00,20250902,0.00,-,18938.27,18938.27,0.00,主板A股
NKF,1,1,健友股份,603707,江苏省,-,1425,健友股份,江苏省,"Nanjing King-Friend Biochemical Pharmaceutical Co., Ltd",健友股份,2,-,4,20170719,C,   D  F  N          ,制造业,603707,南京健友生化制药股份有限公司,20170719,320000,-,025-86990789,N,   D  F  N          ,唐咏群                        ,-,主板A,Y,-,上市,"113579,113614",27,210061,健友股份,-,nkf-pharma@nkf-pharma.com.cn,医药制造业,-,否,113579,320100,-,"健友转债,健20转债",黄锡伟,"Nanjing King-Friend Biochemical Pharmaceutical Co., Ltd",江苏省南京市高新开发区MA010-1号地,-,健友转债,南京高新技术产业开发区学府路16号,161563.50,0.00,20250902,0.00,-,161563.50,161563.50,0.00,主板A股
JIAJIAYUE,1,1,家家悦,603708,山东省,-,1426,家家悦,山东省,"Jiajiayue Group Co., Ltd.",家家悦,2,-,4,20161213,F,   D  F  N          ,批发和零售业,603708,家家悦集团股份有限公司,20161213,370000,-,0631-5220641,N,   D  F  N          ,王培桓                        ,-,主板A,Y,-,上市,113584,52,264200,家家悦,-,jiajiayue@jiajiayue.com.cn,零售业,-,否,113584,371000,-,家悦转债,周承生,"Jiajiayue Group Co., Ltd.",山东省威海市昆明路45号,-,家悦转债,山东省威海市经济技术开发区大庆路53号,63833.87,0.00,20250902,0.00,-,63833.87,63833.87,0.00,主板A股
ZOY,1,1,中源家居,603709,浙江省,-,1427,中源家居,浙江省,"ZOY HOME FURNISHING CO., LTD.",中源家居,2,-,4,20180208,C,   D  F  N          ,制造业,603709,中源家居股份有限公司,20180208,330000,-,0572－5825566,N,   D  F  N          ,曹勇                          ,-,主板A,Y,-,上市,-,21,313300,中源家居,-,zoy1@zoy-living.com,家具制造业,-,-,-,330500,-,-,张芸,"ZOY HOME FURNISHING CO., LTD.",浙江省湖州市安吉县递铺街道塘浦工业园区2-5幢,-,-,浙江省湖州市安吉县递铺街道塘浦工业园区2－5幢,12617.15,106.22,20250902,0.00,-,12510.93,12510.93,0.00,主板A股
XIANGPIAOPIAO,1,1,香飘飘,603711,浙江省,-,1428,香飘飘,浙江省,"XIANGPIAOPIAO FOOD CO., LTD",香飘飘,2,-,4,20171130,C,   D  F  N          ,制造业,603711,香飘飘食品股份有限公司,20171130,330000,-,0571-28801027,N,   D  F  N          ,蒋建琪                        ,-,主板A,Y,-,上市,-,15,310042,香飘飘,-,ir@chinaxpp.com,酒、饮料和精制茶制造业,-,-,-,330500,-,-,邹勇坚,"XIANGPIAOPIAO FOOD CO., LTD",浙江省湖州市经济技术开发区创业大道888号,-,-,浙江省杭州市下城区杭州新天地商务中心4幢西楼13楼,41287.41,0.00,20250902,0.00,-,41287.41,41287.41,0.00,主板A股
712 CORP.,1,1,七一二,603712,天津市,-,1429,七一二,天津市,"Tianjin 712 Communication & Broadcasting Co., Ltd",七一二,2,-,4,20180226,C,   D  F  N          ,制造业,603712,天津七一二通信广播股份有限公司,20180226,120000,-,022-6538 8293,N,   D  F  N          ,庞辉                          ,-,主板A,Y,-,上市,-,39,300462,七一二,-,712ir@712.cn,计算机、通信和其他电子设备制造业,-,-,-,120000,-,-,马海永,"Tianjin 712 Communication & Broadcasting Co., Ltd",天津市开发区西区北大街141号,-,-,天津开发区西区北大街141号,77200.00,0.00,20250902,0.00,-,77200.00,77200.00,0.00,主板A股
MILKYWAY,1,1,密尔克卫,603713,上海市,-,1430,密尔克卫,上海市,"MILKYWAY INTELLIGENT SUPPLY CHAIN SERVICE GROUP CO.,LTD.",密尔克卫,2,-,4,20180713,G,   D  F  N          ,交通运输、仓储和邮政业,603713,密尔克卫智能供应链服务集团股份有限公司,20180713,310000,-,021-80228498,N,   D  F  N          ,陈银河                        ,-,主板A,Y,-,上市,113658,58,201206,密尔克卫,-,ir@mwclg.com,多式联运和运输代理业,-,-,113658,310000,-,密卫转债,缪蕾敏,"MILKYWAY INTELLIGENT SUPPLY CHAIN SERVICE GROUP CO.,LTD.",中国（上海）自由贸易试验区金葵路158号4-11层,-,密卫转债,上海市浦东新区金葵路158号云璟生态社区F1栋,15812.72,0.00,20250902,0.00,-,15812.72,15812.72,0.00,主板A股
THALYS,1,1,塞力医疗,603716,湖北省,-,1431,塞力医疗,湖北省,Thalys Medical Technology Group Corporation.,塞力医疗,2,-,4,20161031,F,   D  F  N          ,批发和零售业,603716,塞力斯医疗科技集团股份有限公司,20161031,420000,-,027-83386020,N,   D  F  N          ,温伟                          ,-,主板A,Y,-,上市,113601,51,430040,塞力医疗,-,ir@thalys.net.cn,批发业,-,否,113601,420100,-,塞力转债,范莉,Thalys Medical Technology Group Corporation.,湖北省武汉市东西湖区金山大道1310号,-,塞力转债,武汉市东西湖区金山大道1310号,21016.53,0.00,20250902,0.00,-,21016.53,21016.53,0.00,主板A股
TIANYU BIO,1,1,天域生物,603717,重庆市,-,1432,天域生物,重庆市,"TIANYU BIO-TECHNOLOGY CO.,LTD.",天域生物,2,-,4,20170327,A,   D  F  N          ,农、林、牧、渔业,603717,天域生物科技股份有限公司,20170327,500000,-,021-65236319,N,   D  F  N          ,史东伟                        ,-,主板A,Y,-,上市,-,03,200433,天域生物,-,IR@tygf.cn,畜牧业,-,否,-,500000,-,-,孟卓伟,"TIANYU BIO-TECHNOLOGY CO.,LTD.",重庆市江北区聚贤街25号3幢1206,-,-,上海市杨浦区国权北路1688弄湾谷科技园C4幢二层,29014.62,0.00,20250902,0.00,-,29014.62,29014.62,0.00,主板A股
HILE,1,1,海利生物,603718,上海市,-,1433,海利生物,上海市,"Shanghai Hile Bio-Technology Co.,Ltd",海利生物,2,-,4,20150515,C,   D  F  N          ,制造业,603718,上海海利生物技术股份有限公司,20150515,310000,-,021-60890892,N,   D  F  N          ,张海明                        ,-,主板A,Y,-,上市,-,27,201403,海利生物,-,ir@hile-bio.com,医药制造业,-,否,-,310000,-,-,浦冬婵,"Shanghai Hile Bio-Technology Co.,Ltd",中国(上海)自由贸易试验区临港新片区正博路1881号19幢一层1002室,-,-,上海市奉贤区金海公路6720号,65566.22,668.25,20250902,0.00,-,64897.97,64897.97,0.00,主板A股
BESTORE,1,1,良品铺子,603719,湖北省,-,1434,良品铺子,湖北省,"BESTORE CO.,LTD",良品铺子,2,-,4,20200224,F,   D  F  N          ,批发和零售业,603719,良品铺子股份有限公司,20200224,420000,-,027-85793003,N,   D  F  N          ,程虹                          ,-,主板A,Y,-,上市,-,52,430000,良品铺子,否,dongban@lppz.com,零售业,-,-,-,420100,-,-,徐然,"BESTORE CO.,LTD",湖北省武汉市东西湖区走马岭革新大道8号,-,-,湖北省武汉市东西湖区金银湖办事处航天路1号良品大厦,40100.00,0.00,20250902,0.00,-,40100.00,40100.00,0.00,主板A股
TVZONE,1,1,*ST天择,603721,湖南省,-,1435,*ST天择,湖南省,"Tvzone Media Co., Ltd.",*ST天择,7,-,8,20170811,R,   S  F  N          ,文化、体育和娱乐业,603721,中广天择传媒股份有限公司,20170811,430000,-,0731--88745233,N,   S  F  N          ,彭勇                          ,-,主板A,Y,-,风险警示,-,87,410005,*ST天择,-,tvzone@tvzone.cn,广播、电视、电影和录音制作业,-,否,-,430100,-,-,周智,"Tvzone Media Co., Ltd.",湖南省长沙市开福区月湖街道鸭子铺路46号,-,-,长沙市开福区月湖街道鸭子铺路46号,13000.00,0.00,20250902,0.00,-,13000.00,13000.00,0.00,主板A股
AKL,1,1,阿科力,603722,江苏省,-,1436,阿科力,江苏省,"WUXI ACRYL TECHNOLOGY CO.,LTD",阿科力,2,-,4,20171025,C,   D  F  N          ,制造业,603722,无锡阿科力科技股份有限公司,20171025,320000,-,0510-88263255,N,   D  F  N          ,朱学军                        ,-,主板A,Y,-,上市,-,26,214196,阿科力,-,zq@chinaacryl.com,化学原料和化学制品制造业,-,-,-,320200,-,-,常俊,"WUXI ACRYL TECHNOLOGY CO.,LTD",江苏省无锡市锡山区东港镇新材料产业园,-,-,江苏省无锡市锡山区东港新材料产业园,9772.01,202.00,20250902,0.00,-,9570.01,9570.01,0.00,主板A股
TIANAN NEW MATERIAL,1,1,天安新材,603725,广东省,-,1437,天安新材,广东省,"Guangdong Tianan New Material Co.,Ltd.",天安新材,2,-,4,20170906,C,   D  F  N          ,制造业,603725,广东天安新材料股份有限公司,20170906,440000,-,0757-82560399,N,   D  F  N          ,吴启超                        ,-,主板A,Y,-,上市,-,30,528061,天安新材,-,securities@tianantech.com,非金属矿物制品业,-,-,-,440600,-,-,曾艳华,"Guangdong Tianan New Material Co.,Ltd.",广东省佛山市禅城区石湾小雾岗公园园林陶瓷厂内11号(自编4号楼203室),-,-,佛山市禅城区南庄镇梧村工业区,30485.77,1820.00,20250902,0.00,-,28665.77,28665.77,0.00,主板A股
LANGDI GROUP,1,1,朗迪集团,603726,浙江省,-,1438,朗迪集团,浙江省,"Zhejiang Langdi Group Co., Ltd.",朗迪集团,2,-,4,20160421,C,   D  F  N          ,制造业,603726,浙江朗迪集团股份有限公司,20160421,330000,-,0574-62193001,N,   D  F  N          ,高炎康                        ,-,主板A,Y,-,上市,-,29,315480,朗迪集团,-,ldzd@langdi.com,橡胶和塑料制品业,-,否,-,330200,-,-,陈海波,"Zhejiang Langdi Group Co., Ltd.",浙江省宁波市余姚市姚北工业新区,-,-,浙江省余姚市朗霞街道朗马路188号,18565.12,82.50,20250902,0.00,-,18482.62,18482.62,0.00,主板A股
BOMESC,1,1,博迈科,603727,天津市,-,1439,博迈科,天津市,Bomesc Offshore Engineering Company Limited,博迈科,2,-,4,20161122,B,   D  F  N          ,采矿业,603727,博迈科海洋工程股份有限公司,20161122,120000,-,022-66219991,N,   D  F  N          ,彭文成                        ,-,主板A,Y,-,上市,-,11,300457,博迈科,-,securities@bomesc.com,开采专业及辅助性活动,-,否,-,120000,-,-,王新,Bomesc Offshore Engineering Company Limited,天津市经济技术开发区第四大街14号,-,-,天津经济技术开发区第四大街14号,28171.93,0.00,20250902,0.00,-,28171.93,28171.93,0.00,主板A股
MOONS',1,1,鸣志电器,603728,上海市,-,1440,鸣志电器,上海市,"Shanghai Moons' Electric Co., Ltd.",鸣志电器,2,-,4,20170509,C,   D  F  N          ,制造业,603728,上海鸣志电器股份有限公司,20170509,310000,-,021-52634688,N,   D  F  N          ,常建鸣                        ,-,主板A,Y,-,上市,-,38,201107,鸣志电器,-,dm@moons.com.cn,电气机械和器材制造业,-,否,-,310000,-,-,温治中,"Shanghai Moons' Electric Co., Ltd.",上海市闵行区闵北路88弄1-30号109幢1层7101室,-,-,上海市闵行区闵北路88弄1-30号109幢1层7101室,41888.25,0.00,20250902,0.00,-,41888.25,41888.25,0.00,主板A股
OBM,1,1,龙韵股份,603729,上海市,-,1441,龙韵股份,上海市,"Shanghai LongYun Media Group Co., Ltd",龙韵股份,2,-,4,20150324,L,   D  F  N          ,租赁和商务服务业,603729,上海龙韵文创科技集团股份有限公司,20150324,310000,-,021-58823977,N,   D  F  N          ,余亦坤                        ,-,主板A,Y,-,上市,-,72,200120,龙韵股份,-,longyuntzz@obm.com.cn,商务服务业,-,否,-,310000,-,-,周衍伟,"Shanghai LongYun Media Group Co., Ltd",上海市松江区佘山三角街9号,-,-,上海市浦东新区民生路118号滨江万科中心16层,9333.80,0.00,20250902,0.00,-,9333.80,9333.80,0.00,主板A股
