COMPANY_ABBR_EN,STOCK_TYPE,LIST_BOARD,公司简称,股票代码,地区,DELIST_DATE,NUM,SEC_NAME_CN,AREA_NAME_DESC,FULL_NAME_IN_ENGLISH,SEC_NAME_FULL,STATE_CODE,B_STOCK_CODE,STATE_CODE_STOCK,LIST_DATE,CSRC_CODE,PRODUCT_STATUS,证监会行业,COMPANY_CODE,公司全称,上市日期,REG_PROVINCE,STATE_CODE_B_DESC,INVESTOR_PHONE,IS_VOTE_DIFF,STATUS_A,LEGAL_REPRESENTATIVE,SECURITY_ABBR_B_FULL,SEC_TYPE,PROFIT_FLAG,SMALL_CLASS_NAME,STATE_CODE_A_DESC,OTHER_CODE,CSRC_GREAT_CODE,OFFICE_ZIP,SECURITY_ABBR_A_CN,SECURITY_30_DESC,E_MAIL_ADDRESS,证监会大类行业,FOREIGN_LISTING_ADDRESS,FOREIGN_LISTING_DESC,CHANGEABLE_BOND_CODE,REG_CITY,B_LIST_DATE,OTHER_ABBR,NAME,英文全称,REG_ADDRESS,SECURITY_ABBR_B_CN,CHANGEABLE_BOND_ABBR,OFFICE_ADDRESS,TOTAL_DOMESTIC_VOL,A_LIMIT_VOL,TRADE_DATE,B_VOL,SPECIAL_VOL,TOTAL_UNLIMIT_VOL,A_UNLIMIT_VOL,CDR_VOL
POLYROCKS,8,2,聚石化学,688669,广东省,-,521,聚石化学,广东省,"Polyrocks Chemical Co.,Ltd.",聚石化学股份,2,-,4,20210125,C,   D  F  NY         ,制造业,688669,广东聚石化学股份有限公司,20210125,440000,-,0763-3125887,N,   D  F  NY         ,陈钢                          ,-,科创A,Y,新材料,上市,-,29,511540,聚石化学,-,ir@polyrocks.com,橡胶和塑料制品业,-,-,-,441800,-,-,包伟,"Polyrocks Chemical Co.,Ltd.",广东省清远市高新技术产业开发区雄兴工业城B6,-,-,广东省清远市高新技术产业开发区雄兴工业城B6,12133.33,0.00,20250902,0.00,-,12133.33,12133.33,0.00
GDK,8,2,金迪克,688670,江苏省,-,522,金迪克,江苏省,"JIANGSU GDK BIOLOGICAL TECHNOLOGY CO., LTD.",金迪克生物,2,-,4,20210802,C,   D  F  NY         ,制造业,688670,江苏金迪克生物技术股份有限公司,20210802,320000,-,0523-86205860 ,N,   D  F  NY         ,余军                          ,-,科创A,Y,生物医药,上市,-,27,225300,金迪克,-,gdk001@gdkbio.com,医药制造业,-,-,-,321200,-,-,周进,"JIANGSU GDK BIOLOGICAL TECHNOLOGY CO., LTD.",江苏省泰州市郁金路12号,-,-,江苏省泰州市郁金路12号,12320.00,0.00,20250902,0.00,-,12320.00,12320.00,0.00
BESCIENT TECHNOLOGIES,8,2,碧兴物联,688671,广东省,-,523,碧兴物联,广东省,"BESCIENT TECHNOLOGIES CO.,LTD.",碧兴物联,2,-,4,20230809,C,   D  F  NY         ,制造业,688671,碧兴物联科技(深圳)股份有限公司,20230809,440000,-,0755-23307259,N,   D  F  NY         ,何愿平                        ,-,科创A,Y,节能环保,上市,-,40,518102,碧兴物联,-,ir@bx-tec.com,仪器仪表制造业,-,-,-,440300,-,-,潘海瑭,"BESCIENT TECHNOLOGIES CO.,LTD.",广东省深圳市宝安区新安街道兴东社区67区留仙三路1号润恒工业区厂房2栋301,-,-,深圳市宝安区西乡街道龙腾社区汇智研发中心C座15-17楼,7851.89,3167.18,20250902,0.00,-,4684.71,4684.71,0.00
JINPAN SMART TECHNOLOGY,8,2,金盘科技,688676,海南省,-,524,金盘科技,海南省,"Hainan Jinpan Smart Technology Co., Ltd.",海南金盘智能科技,2,-,4,20210309,C,   D  F  NY         ,制造业,688676,海南金盘智能科技股份有限公司,20210309,460000,-,0898-66811301-302,N,   D  F  NY         ,李辉                          ,-,科创A,Y,新能源,上市,118019,38,570216,金盘科技,-,info@jst.com.cn,电气机械和器材制造业,-,-,-,460100,-,金盘转债,张蕾,"Hainan Jinpan Smart Technology Co., Ltd.",海南省海口市南海大道168-39号,-,-,海南省海口市南海大道168-39号,45928.61,0.00,20250902,0.00,-,45928.61,45928.61,0.00
NOVELBEAM TECHNOLOGY,8,2,海泰新光,688677,山东省,-,525,海泰新光,山东省,"Qingdao Novelbeam Technology Co.,Ltd.",青岛海泰新光,2,-,4,20210226,C,   D  F  NY         ,制造业,688677,青岛海泰新光科技股份有限公司,20210226,370000,-,0532-88706015,N,   D  F  NY         ,郑安民                        ,-,科创A,Y,生物医药,上市,-,35,266100,海泰新光,-,investment@novelbeam.com,专用设备制造业,-,-,-,370200,-,-,汪方华,"Qingdao Novelbeam Technology Co.,Ltd.",山东省青岛市崂山区科苑纬四路100号,-,-,青岛市崂山区科苑纬四路100号,11987.70,0.00,20250902,0.00,-,11987.70,11987.70,0.00
FREEWON,8,2,福立旺,688678,江苏省,-,526,福立旺,江苏省,"FREEWON CHINA CO.,LTD.",福立旺精密,2,-,4,20201223,C,   D  F  NY         ,制造业,688678,福立旺精密机电(中国)股份有限公司,20201223,320000,-,0512-82609999,N,   D  F  NY         ,许惠钧                        ,-,科创A,Y,新材料,上市,118043,34,215341,福立旺,-,ir@freewon.com.cn,通用设备制造业,-,-,118043,320500,-,福立转债,尤洞察,"FREEWON CHINA CO.,LTD.",江苏省苏州市昆山市千灯镇玉溪西路168号,-,福立转债,江苏省昆山市千灯镇玉溪西路168号,25926.95,0.00,20250902,0.00,-,25926.95,25926.95,0.00
TONGYUAN ENVIRONMENT,8,2,通源环境,688679,安徽省,-,527,通源环境,安徽省,"Anhui Tongyuan Environment Energy Saving Co.,Ltd.",通源环境,2,-,4,20201225,N,   D  F  NY         ,水利、环境和公共设施管理业,688679,安徽省通源环境节能股份有限公司,20201225,340000,-,0551-65130570,N,   D  F  NY         ,杨明                          ,-,科创A,Y,节能环保,上市,-,77,230011,通源环境,-,qi_dunwei@sina.com,生态保护和环境治理业,-,-,-,340100,-,-,齐敦卫,"Anhui Tongyuan Environment Energy Saving Co.,Ltd.",安徽省合肥市包河区祁门路3966号,-,-,安徽省合肥市包河区祁门路3966号,13168.97,0.00,20250902,0.00,-,13168.97,13168.97,0.00
HIUV,8,2,海优新材,688680,上海市,-,528,海优新材,上海市,"SHANGHAI HIUV NEW MATERIALS CO.,LTD",海优新材,2,-,4,20210122,C,   D  F  NY         ,制造业,688680,上海海优威新材料股份有限公司,20210122,310000,-,021-58964210,N,   D  F  NY         ,李民                          ,-,科创A,Y,新能源,上市,118008,29,201203,海优新材,-,hiuv@hiuv.com,橡胶和塑料制品业,-,-,118008,310000,-,海优转债,孙振强,"SHANGHAI HIUV NEW MATERIALS CO.,LTD",上海市中国(上海)自由贸易试验区龙东大道3000号1幢A楼909,-,海优转债,中国（上海）自由贸易试验区龙东大道3000号1幢A楼909B室,8402.39,0.00,20250902,0.00,-,8402.39,8402.39,0.00
KPA,8,2,科汇股份,688681,山东省,-,529,科汇股份,山东省,"Shandong Kehui Power Automation Co., Ltd.",科汇电力自动化,2,-,4,20210616,C,   D  F  NY         ,制造业,688681,山东科汇电力自动化股份有限公司,20210616,370000,-,0533-3818962,N,   D  F  NY         ,朱亦军                        ,-,科创A,Y,新能源,上市,-,38,255087,科汇股份,-,kehui@kehui.cn,电气机械和器材制造业,-,-,-,370300,-,-,秦晓雷,"Shandong Kehui Power Automation Co., Ltd.",山东省淄博市张店区房镇三赢路16号,-,-,山东省淄博市张店区房镇三赢路16号,10467.00,0.00,20250902,0.00,-,10467.00,10467.00,0.00
HOLLYWAVE,8,2,霍莱沃,688682,上海市,-,530,霍莱沃,上海市,"Shanghai Hollywave Electronic System Co., Ltd.",霍莱沃技术,2,-,4,20210420,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688682,上海霍莱沃电子系统技术股份有限公司,20210420,310000,-,021-50809715,N,   D  F  NY         ,周建华                        ,-,科创A,Y,新一代信息技术,上市,-,65,200120,霍莱沃,-,ir@holly-wave.com,软件和信息技术服务业,-,-,-,310000,-,-, 申弘,"Shanghai Hollywave Electronic System Co., Ltd.",中国(上海)自由贸易试验区郭守敬路498号15幢1层16102室,-,-,上海市浦东新区郭守敬路498号16号楼102,10183.89,0.00,20250902,0.00,-,10183.89,10183.89,0.00
LETE,8,2,莱尔科技,688683,广东省,-,531,莱尔科技,广东省,"GuangDong Leary New Material Technology Co.,Ltd",莱尔科技,2,-,4,20210412,C,   D  F  NY         ,制造业,688683,广东莱尔新材料科技股份有限公司,20210412,440000,-,0757-66833180,N,   D  F  NY         ,伍仲乾                        ,-,科创A,Y,新材料,上市,-,39,528300,莱尔科技,-,leary.ir@leary.com.cn,计算机、通信和其他电子设备制造业,-,-,-,440600,-,-,梁韵湘,"GuangDong Leary New Material Technology Co.,Ltd",广东省佛山市顺德区大良街道五沙社区顺宏路1号之1,-,-,广东省佛山市顺德区大良街道五沙社区顺宏路1号,15517.79,0.00,20250902,0.00,-,15517.79,15517.79,0.00
MAIXINLIN,8,2,迈信林,688685,江苏省,-,532,迈信林,江苏省,Jiangsu Maixinlin Aviation Science and Technology Corp.,迈信林航空股份,2,-,4,20210513,C,   D  F  NY         ,制造业,688685,江苏迈信林航空科技股份有限公司,20210513,320000,-,0512-66580868,N,   D  F  NY         ,张友志                        ,-,科创A,Y,高端装备,上市,-,37,215104,迈信林,-,maixinlin@maixinlin.com,铁路、船舶、航空航天和其他运输设备制造业,-,-,-,320500,-,-,薛晖,Jiangsu Maixinlin Aviation Science and Technology Corp.,江苏省苏州市吴中区太湖街道溪虹路1009号,-,-,苏州市吴中区太湖街道溪虹路1009号,14542.67,0.00,20250902,0.00,-,14542.67,14542.67,0.00
OPT,8,2,奥普特,688686,广东省,-,533,奥普特,广东省,"OPT MACHINE VISION TECH CO., LTD.",奥普特科技,2,-,4,20201231,C,   D  F  NY         ,制造业,688686,广东奥普特科技股份有限公司,20201231,440000,-,0769-82716188-8234,N,   D  F  NY         ,卢治临                        ,-,科创A,Y,高端装备,上市,-,40,523860,奥普特,-,info@optmv.com,仪器仪表制造业,-,-,-,441900,-,-,许学亮,"OPT MACHINE VISION TECH CO., LTD.",广东省东莞市长安镇兴发南路66号之一,-,-,广东省东莞市长安镇长安兴发南路66号之一,12223.55,0.00,20250902,0.00,-,12223.55,12223.55,0.00
KAWIN,8,2,凯因科技,688687,北京市,-,534,凯因科技,北京市,"Beijing Kawin Technology Share-Holding Co., Ltd.",北京凯因科技,2,-,4,20210208,C,   D  F  NY         ,制造业,688687,北京凯因科技股份有限公司,20210208,110000,-,010-67892271,N,   D  F  NY         ,周德胜                        ,-,科创A,Y,生物医药,上市,-,27,100176,凯因科技,-,zhouyali@kawin.com.cn,医药制造业,-,-,-,110000,-,-,王湛,"Beijing Kawin Technology Share-Holding Co., Ltd.",北京市经济技术开发区荣京东街6号3号楼,-,-,北京市北京经济技术开发区荣京东街6号3号楼,17094.44,0.00,20250902,0.00,-,17094.44,17094.44,0.00
GALAXY MICROELECTRONICS,8,2,银河微电,688689,江苏省,-,535,银河微电,江苏省,"Changzhou Galaxy Century Microelectronics Co.,Ltd.",常州银河微电,2,-,4,20210127,C,   D  F  NY         ,制造业,688689,常州银河世纪微电子股份有限公司,20210127,320000,-,0519-68859335,N,   D  F  NY         ,杨森茂                        ,-,科创A,Y,新一代信息技术,上市,118011,39,213000,银河微电,-,gmesec@gmesemi.cn,计算机、通信和其他电子设备制造业,-,-,118011,320400,-,银微转债,李福承,"Changzhou Galaxy Century Microelectronics Co.,Ltd.",江苏省常州市新北区长江北路19号,-,银微转债,常州市新北区长江北路19号,12890.32,0.00,20250902,0.00,-,12890.32,12890.32,0.00
NANOMICRO,8,2,纳微科技,688690,江苏省,-,536,纳微科技,江苏省,"SUZHOU NANOMICRO TECHNOLOGY CO., LTD",纳微科技,2,-,4,20210623,C,   D  F  NY         ,制造业,688690,苏州纳微科技股份有限公司,20210623,320000,-,0512-62956018,N,   D  F  NY         ,BIWANG JACK JIANG             ,-,科创A,Y,新材料,上市,-,26,215123,纳微科技,-,ir@nanomicrotech.com,化学原料和化学制品制造业,-,-,-,320500,-,-,赵顺,"SUZHOU NANOMICRO TECHNOLOGY CO., LTD",江苏省苏州市工业园区百川街2号,-,-,苏州工业园区百川街2号,40381.48,0.00,20250902,0.00,-,40381.48,40381.48,0.00
BRITE,8,2,灿芯股份,688691,上海市,-,537,灿芯股份,上海市,"BRITE SEMICONDUCTOR (SHANGHAI) CO., LTD.",灿芯半导体股份,2,-,4,20240411,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688691,灿芯半导体(上海)股份有限公司,20240411,310000,-,021-50376585,N,   D  F  NY         ,庄志青                        ,-,科创A,Y,新一代信息技术,上市,-,65,200000,灿芯股份,-,IR@britesemi.com,软件和信息技术服务业,-,-,-,310000,-,-,沈文萍,"BRITE SEMICONDUCTOR (SHANGHAI) CO., LTD.",上海市中国(上海)自由贸易试验区张东路1158号礼德国际2号楼6楼,-,-,上海市浦东新区张江高科技园区张东路1158号2号楼7楼,12000.00,4853.50,20250902,0.00,-,7146.50,7146.50,0.00
DAMENG,8,2,达梦数据,688692,湖北省,-,538,达梦数据,湖北省,WUHAN DAMENG DATABASE COMPANY LIMITED,达梦数据,2,-,4,20240612,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688692,武汉达梦数据库股份有限公司,20240612,420000,-,027-87788779,N,   D  F  NY         ,冯裕才                        ,-,科创A,Y,新一代信息技术,上市,-,65,430000,达梦数据,-,dameng@dameng.com,软件和信息技术服务业,-,-,-,420100,-,-,周淳,WUHAN DAMENG DATABASE COMPANY LIMITED,湖北省武汉市东湖新技术开发区高新大道999号未来科技大厦C3栋16-19层,-,-,武汉东湖新技术开发区高新大道999号未来科技大厦C3栋 16-19 层,11324.00,4010.34,20250902,0.00,-,7313.67,7313.67,0.00
CONVERTSEMI,8,2,锴威特,688693,江苏省,-,539,锴威特,江苏省,"SUZHOU CONVERT SEMICONDUCTOR CO., LTD.",锴威特,2,-,4,20230818,C,   D  F  NY         ,制造业,688693,苏州锴威特半导体股份有限公司,20230818,320000,-,0512-58979950,N,   D  F  NY         ,罗寅                          ,-,科创A,Y,新一代信息技术,上市,-,39,215600,锴威特,-,zhengq@convertsemi.com,计算机、通信和其他电子设备制造业,-,-,-,320500,-,-,严泓,"SUZHOU CONVERT SEMICONDUCTOR CO., LTD.",江苏省苏州市张家港市杨舍镇华昌路10号沙洲湖科创园B2幢01室,-,-,张家港市杨舍镇华昌路10号沙洲湖科创园B2幢01室,7368.42,3477.98,20250902,0.00,-,3890.44,3890.44,0.00
CVICSE MIDDLEWARE,8,2,中创股份,688695,山东省,-,540,中创股份,山东省,"SHANDONG CVICSE MIDDLEWARE CO., LTD.",中创股份,2,-,4,20240313,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688695,山东中创软件商用中间件股份有限公司,20240313,370000,-,0531-81753702,N,   D  F  NY         ,景新海                        ,-,科创A,Y,新一代信息技术,上市,-,65,250014,中创股份,-,infors_ir@cvicse.com,软件和信息技术服务业,-,-,-,370100,-,-,曹骥,"SHANDONG CVICSE MIDDLEWARE CO., LTD.",山东省济南市历下区千佛山东路41-1号,-,-,济南市历下区千佛山东路41-1号,8505.14,3378.22,20250902,0.00,-,5126.92,5126.92,0.00
XGIMI,8,2,极米科技,688696,四川省,-,541,极米科技,四川省,"CHENGDU XGIMI TECHNOLOGY CO., LTD.",极米科技,2,-,4,20210303,C,   D  F  NY         ,制造业,688696,极米科技股份有限公司,20210303,510000,-,（028）6759 9894-8432,N,   D  F  NY         ,钟波                          ,-,科创A,Y,高端装备,上市,-,39,610000,极米科技,-,ir@xgimi.com,计算机、通信和其他电子设备制造业,-,-,-,510100,-,-,薛晓良,"CHENGDU XGIMI TECHNOLOGY CO., LTD.",四川省成都市高新区世纪城路1129号A区4栋,-,-,四川省成都市高新区天府软件园A区4栋极米科技,7000.00,0.00,20250902,0.00,-,7000.00,7000.00,0.00
NEWAY CNC,8,2,纽威数控,688697,江苏省,-,542,纽威数控,江苏省,"Neway CNC Equipment (Suzhou) Co., Ltd.",纽威数控装备,2,-,4,20210917,C,   D  F  NY         ,制造业,688697,纽威数控装备(苏州)股份有限公司,20210917,320000,-,0512-62390090,N,   D  F  NY         ,郭国新                        ,-,科创A,Y,高端装备,上市,-,34,215000,纽威数控,-,skdshbgs@neway.com.cn,通用设备制造业,-,-,-,320500,-,-,洪利清,"Neway CNC Equipment (Suzhou) Co., Ltd.",苏州高新区通安浔阳江路69号,-,-,苏州高新区通安浔阳江路69号,45733.34,0.00,20250902,0.00,-,45733.34,45733.34,0.00
VEICHI,8,2,伟创电气,688698,江苏省,-,543,伟创电气,江苏省,"Suzhou Veichi Electric Co., Ltd.",伟创电气,2,-,4,20201229,C,   D  F  NY         ,制造业,688698,苏州伟创电气科技股份有限公司,20201229,320000,-,0755-85285686,N,   D  F  NY         ,胡智勇                        ,-,科创A,Y,高端装备,上市,-,40,215000,伟创电气,-,zqb@veichi.com,仪器仪表制造业,-,-,-,320500,-,-,贺琬株,"Suzhou Veichi Electric Co., Ltd.",江苏省苏州市吴中经济技术开发区郭巷街道淞葭路1000号,-,-,苏州市吴中经济技术开发区郭巷街道淞葭路1000号,21379.48,0.00,20250902,0.00,-,21379.48,21379.48,0.00
SM MICRO,8,2,明微电子,688699,广东省,-,544,明微电子,广东省,"Shenzhen Sunmoon Microelectronics Co., Ltd.",明微电子,2,-,4,20201218,I,   D  F  NY         ,信息传输、软件和信息技术服务业,688699,深圳市明微电子股份有限公司,20201218,440000,-,0755-26983981,N,   D  F  NY         ,王乐康                        ,-,科创A,Y,新一代信息技术,上市,-,65,518057,明微电子,-,ir@chinaasic.com,软件和信息技术服务业,-,-,-,440300,-,-,郭王洁,"Shenzhen Sunmoon Microelectronics Co., Ltd.",广东省深圳市南山区粤海街道高新区社区沙河西路1801号国实大厦9-12层,-,-,深圳市南山区粤海街道高新区社区沙河西路1801号国实大厦9-12层,11006.46,0.00,20250902,0.00,-,11006.46,11006.46,0.00
KSDW,8,2,东威科技,688700,江苏省,-,545,东威科技,江苏省,"Kunshan Dongwei Technology Co.,Ltd.",东威科技,2,-,4,20210615,C,   D  F  NY         ,制造业,688700,昆山东威科技股份有限公司,20210615,320000,-,0512-57710500,N,   D  F  NY         ,刘建波                        ,-,科创A,Y,高端装备,上市,-,35,215300,东威科技,-,DW10798@ksdwgroup.com,专用设备制造业,-,-,-,320500,-,-,徐佩佩,"Kunshan Dongwei Technology Co.,Ltd.",江苏省苏州市昆山市巴城镇东定路505号,-,-,昆山市巴城镇东定路505号,29840.14,0.00,20250902,0.00,-,29840.14,29840.14,0.00
ZONE-KING,8,2,卓锦股份,688701,浙江省,-,546,卓锦股份,浙江省,"Zhejiang Zone-King Environmental Sci&Tech Co., Ltd.",浙江卓锦股份,2,-,4,20210916,N,   D  F  NY         ,水利、环境和公共设施管理业,688701,浙江卓锦环保科技股份有限公司,20210916,330000,-,0571—86897252,N,   D  F  NY         ,卓未龙                        ,-,科创A,Y,节能环保,上市,-,77,310014,卓锦股份,-,zoneking@zone-king.com,生态保护和环境治理业,-,-,-,330100,-,-,朱仝,"Zhejiang Zone-King Environmental Sci&Tech Co., Ltd.",浙江省杭州市拱墅区绍兴路536号浙江三立时代广场701室,-,-,杭州市拱墅区绍兴路536号浙江三立时代广场701室,13427.74,0.00,20250902,0.00,-,13427.74,13427.74,0.00
CENTEC COMMUNICATIONS,8,2,盛科通信,688702,江苏省,-,547,盛科通信,江苏省,"SUZHOU CENTEC COMMUNICATIONS CO., LTD.",盛科通信,2,-,4,20230914,I,   D  FU NY         ,信息传输、软件和信息技术服务业,688702,苏州盛科通信股份有限公司,20230914,320000,-,0512-62885850,N,   D  FU NY         ,吕宝利                        ,-,科创A,N,新一代信息技术,上市,-,65,215021,盛科通信,-,ir@centec.com,软件和信息技术服务业,-,-,-,320500,-,-,翟留镜,"SUZHOU CENTEC COMMUNICATIONS CO., LTD.",江苏省苏州市苏州工业园区江韵路258号,-,-,苏州工业园区江韵路258号,41000.00,20850.82,20250902,0.00,-,20149.18,20149.18,0.00
ZEC,8,2,振华新材,688707,贵州省,-,548,振华新材,贵州省,Guizhou Zhenhua E-chem Inc.,振华新材料,2,-,4,20210914,C,   D  F  NY         ,制造业,688707,贵州振华新材料股份有限公司,20210914,520000,-,0851-84284089,N,   D  F  NY         ,侯乔坤                        ,-,科创A,N,节能环保,上市,-,39,550016,振华新材,-,zec@zh-echem.com,计算机、通信和其他电子设备制造业,-,-,-,520100,-,-,王敬,Guizhou Zhenhua E-chem Inc.,贵州省贵阳市白云区高跨路1号,-,-,贵州省贵阳市白云区高跨路1号,50874.02,0.00,20250902,0.00,-,50874.02,50874.02,0.00
JC TECHNOLOGY,8,2,佳驰科技,688708,四川省,-,549,佳驰科技,四川省,"CHENGDU JIACHI ELECTRONIC TECHNOLOGY CO., LTD.",佳驰科技,2,-,4,20241205,C,   D  F  NY         ,制造业,688708,成都佳驰电子科技股份有限公司,20241205,510000,-,028-87888068,N,   D  F  NY         ,姚瑶                          ,-,科创A,Y,新材料,上市,-,41,611730,佳驰科技,-,jiachizqb@cdjc.com.cn,其他制造业,-,-,-,510100,-,-,卢肖,"CHENGDU JIACHI ELECTRONIC TECHNOLOGY CO., LTD.",四川省成都市郫都区成都现代工业港南片区新经济产业园文明街西段288号,-,-,成都市郫都区成都现代工业港南片区新经济产业园文明街西段288号,40001.00,36160.04,20250902,0.00,-,3840.96,3840.96,0.00
CSMT,8,2,成都华微,688709,四川省,-,550,成都华微,四川省,"CHENGDU SINO-MICROELECTRONICS TECH. CO., LTD.",成都华微,2,-,4,20240207,C,   D  F  NY         ,制造业,688709,成都华微电子科技股份有限公司,20240207,510000,-,028-85136118,N,   D  F  NY         ,王策                          ,-,科创A,Y,新一代信息技术,上市,-,39,610096,成都华微,-,investors@csmsc.com,计算机、通信和其他电子设备制造业,-,-,-,510100,-,-,李春妍,"CHENGDU SINO-MICROELECTRONICS TECH. CO., LTD.","四川省成都市中国(四川)自由贸易试验区成都高新区益州大道中段1800号1栋22-23层2201号,2301号",-,-,成都市双流区双华路288号,63684.70,41892.48,20250902,0.00,-,21792.23,21792.23,0.00
INNOSTAR,8,2,益诺思,688710,上海市,-,551,益诺思,上海市,"SHANGHAI INNOSTAR BIO-TECH CO., LTD.",益诺思生物,2,-,4,20240903,M,   D  F  NY         ,科学研究和技术服务业,688710,上海益诺思生物技术股份有限公司,20240903,310000,-,021-50801259,N,   D  F  NY         ,常艳                          ,-,科创A,Y,生物医药,上市,-,73,201203,益诺思,-,bo@innostar.cn,研究和试验发展,-,-,-,310000,-,-,李燕,"SHANGHAI INNOSTAR BIO-TECH CO., LTD.",上海市中国(上海)自由贸易试验区郭守敬路199号106室,-,-,中国（上海）自由贸易试验区郭守敬路199号106室,14097.96,11278.37,20250902,0.00,-,2819.59,2819.59,0.00
MACMIC,8,2,宏微科技,688711,江苏省,-,552,宏微科技,江苏省,"Macmic Science&Technology Co., Ltd.",江苏宏微科技,2,-,4,20210901,C,   D  F  NY         ,制造业,688711,江苏宏微科技股份有限公司,20210901,320000,-,0519-85163738,N,   D  F  NY         ,赵善麒                        ,-,科创A,Y,新一代信息技术,上市,118040,39,213022,宏微科技,-,xxpl@macmicst.com,计算机、通信和其他电子设备制造业,-,-,118040,320400,-,宏微转债,马君,"Macmic Science&Technology Co., Ltd.",江苏省常州市新北区华山路18号,-,宏微转债,常州市新北区华山路18号,21308.21,0.00,20250902,0.00,-,21308.21,21308.21,0.00
ZYPEEK,8,2,中研股份,688716,吉林省,-,553,中研股份,吉林省,"JILIN JOINATURE POLYMER CO., LTD.",中研股份,2,-,4,20230920,C,   D  F  NY         ,制造业,688716,吉林省中研高分子材料股份有限公司,20230920,220000,-,0431-89625599,N,   D  F  NY         ,谢怀杰                        ,-,科创A,Y,新材料,上市,-,26,130113,中研股份,-,jlzypeek@126.com,化学原料和化学制品制造业,-,-,-,220100,-,-,高芳,"JILIN JOINATURE POLYMER CO., LTD.",吉林省长春市绿园区绿园经济开发区先进制造业园区中研路1177号,-,-,吉林省长春绿园区中研路1177号,12168.00,5310.14,20250902,0.00,-,6857.86,6857.86,0.00
SOLAX POWER,8,2,艾罗能源,688717,浙江省,-,554,艾罗能源,浙江省,"SOLAX POWER NETWORK TECHNOLOGY (ZHEJIANG) CO., LTD.",艾罗能源,2,-,4,20240103,C,   D  F  NY         ,制造业,688717,浙江艾罗网络能源技术股份有限公司,20240103,330000,-,0571-58597001,N,   D  F  NY         ,李新富                        ,-,科创A,Y,新能源,上市,-,38,311500,艾罗能源,-,ir@solaxpower.com,电气机械和器材制造业,-,-,-,330100,-,-,盛建富,"SOLAX POWER NETWORK TECHNOLOGY (ZHEJIANG) CO., LTD.",浙江省杭州市桐庐县城南街道石珠路278号,-,-,浙江省杭州市桐庐县城南街道石珠路278号,16000.00,6286.05,20250902,0.00,-,9713.95,9713.95,0.00
WAVE CYBER,8,2,唯赛勃,688718,上海市,-,555,唯赛勃,上海市,"WAVE CYBER(SHANGHAI)CO., LTD.",唯赛勃科技,2,-,4,20210728,C,   D  F  NY         ,制造业,688718,上海唯赛勃新材料股份有限公司,20210728,310000,-,021-69758436,N,   D  F  NY         ,谢建新                        ,-,科创A,Y,节能环保,上市,-,35,201703,唯赛勃,-,investor@wave-cyber.com,专用设备制造业,-,-,-,310000,-,-,王兴韬,"WAVE CYBER(SHANGHAI)CO., LTD.",上海市青浦区崧盈路899号,-,-,上海市青浦区崧盈路899号,17375.44,0.00,20250902,0.00,-,17375.44,17375.44,0.00
ACTIONPOWER,8,2,爱科赛博,688719,陕西省,-,556,爱科赛博,陕西省,"XI'AN ACTIONPOWER ELECTRIC CO., LTD.",爱科赛博,2,-,4,20230928,C,   D  F  NY         ,制造业,688719,西安爱科赛博电气股份有限公司,20230928,610000,-,029-81026515,N,   D  F  NY         ,白小青                        ,-,科创A,Y,高端装备,上市,-,38,710119,爱科赛博,-,public@cnaction.com,电气机械和器材制造业,-,-,-,610100,-,-,康丽丽,"XI'AN ACTIONPOWER ELECTRIC CO., LTD.",陕西省西安市高新区新型工业园信息大道12号,-,-,西安市高新区新型工业园信息大道12号,11538.54,2681.78,20250902,0.00,-,8856.76,8856.76,0.00
ASEM,8,2,艾森股份,688720,江苏省,-,557,艾森股份,江苏省,"JIANGSU AISEN SEMICONDUCTOR MATERIAL CO.,LTD.",艾森股份,2,-,4,20231206,C,   D  F  NY         ,制造业,688720,江苏艾森半导体材料股份有限公司,20231206,320000,-,0512-50103288,N,   D  F  NY         ,张兵                          ,-,科创A,Y,新一代信息技术,上市,-,39,-,艾森股份,-,-,计算机、通信和其他电子设备制造业,-,-,-,320500,-,-,陈小华,"JIANGSU AISEN SEMICONDUCTOR MATERIAL CO.,LTD.",江苏省苏州市昆山市千灯镇黄浦江路1647号,-,-,江苏省昆山市千灯镇黄浦江路1647号,8813.33,3285.07,20250902,0.00,-,5528.27,5528.27,0.00
STARMASK,8,2,龙图光罩,688721,广东省,-,558,龙图光罩,广东省,"SHENZHEN LONGTU PHOTOMASK CO., LTD.",龙图光罩,2,-,4,20240806,C,   D  F  NY         ,制造业,688721,深圳市龙图光罩股份有限公司,20240806,440000,-,0755-23207580,N,   D  F  NY         ,叶小龙                        ,-,科创A,Y,新一代信息技术,上市,-,39,518125,龙图光罩,-,ir@starmask.net,计算机、通信和其他电子设备制造业,-,-,-,440300,-,-,范强,"SHENZHEN LONGTU PHOTOMASK CO., LTD.",广东省深圳市宝安区新桥街道象山社区新玉路北侧圣佐治科技工业园4#厂房101,-,-,深圳市宝安区新桥街道象山社区新玉路北侧圣佐治科技工业园4#厂房101 ,13350.00,9849.55,20250902,0.00,-,3500.45,3500.45,0.00
